fullName,description,url,stars,size,language,pushedAt,forks,openIssues,commitCount,license,topics,watchersCount,hasIssuesEnabled
uppnrise/distributed-rate-limiter,High-performance distributed rate limiter service with Redis backend. Supports token bucket and sliding window algorithms; dynamic configuration; and real-time metrics. Built for microservices architectures.,https://github.com/uppnrise/distributed-rate-limiter,70,3313,Java,Sat Jun 06 05:45:13 CST 2026,9,15,246,MIT License,api-gateway|api-protection|concurrency|distributed-systems|docker|high-performance|java|kubernetes|microservices|monitoring,0,true
ivangfr/springboot-kafka-websocket,The goal of this project is to implement two Spring Boot applications: bitcoin-api and bitcoin-client. The bitcoin-api application simulates BTC price changes; while the bitcoin-client application listens to these changes and updates a real-time UI. The bitcoin-client UI is secured using Basic Authentication.,https://github.com/ivangfr/springboot-kafka-websocket,70,22662,Java,Sun Jun 14 12:01:43 CST 2026,37,0,112,MIT License,spring-boot|kafka|websocket|thymeleaf|mysql|java|docker|basic-authentication|spring-cloud-stream|springdoc-openapi,3,true
scaleracademy/twitter-backend-java,Twitter Clone Backend: Moo - A Social Networking Application,https://github.com/scaleracademy/twitter-backend-java,70,262,Java,Mon Apr 06 23:13:10 CST 2026,61,5,44,GNU Affero General Public License v3.0,spring-boot|backend|java|spring-data-jpa|database|hacktoberfest,9,true
hoangsonww/Employee-Management-Fullstack-App,🧑🏻‍💻 This repository hosts the Employee Management Full-Stack App; built with a modern React frontend and a robust Java Spring Boot + Hibernate backend to provide efficient data management and an interactive & fully responsive user experience. Also provides JWT + WebAuthn passkeys for enhanced data security & protection.,https://github.com/hoangsonww/Employee-Management-Fullstack-App,70,46454,Java,Sun Jun 14 18:31:17 CST 2026,60,7,570,MIT License,docker|full-stack|fullstack-development|java|javascript|jsx|maven|mui-material|react|reactjs,11,true
publicdevop2019/mt-auth,Multi-tenant; RBAC for application; api and user,https://github.com/publicdevop2019/mt-auth,70,10214,Java,Sat Dec 06 16:37:26 CST 2025,18,0,833,Apache License 2.0,spring-boot|spring-cloud-gateway|oauth2|rbac|authentication|authorization|tenant,3,true
piomin/spring-ai-showcase,Sample Spring AI Application with several use cases,https://github.com/piomin/spring-ai-showcase,69,4174,Java,Thu Feb 19 11:40:39 CST 2026,32,2,87,MIT License,mistral-ai|ollama|openai|spring-ai|spring-boot|llm|multimodal-large-language-models|multimodality|pinecone|rag,2,true
piomin/spring-boot-istio,Spring Boot Library for integration with Istio on Kubernetes,https://github.com/piomin/spring-boot-istio,69,240,Java,Thu Mar 05 08:28:06 CST 2026,22,1,237,MIT License,istio|kubernetes|service-mesh|spring-boot|springframework|library,2,true
rpamis/rpamis-security,rpamis-security; a mybatis encryption; decryption and desensitization component,https://github.com/rpamis/rpamis-security,69,2312,Java,Sun Jun 07 13:02:53 CST 2026,4,26,202,Apache License 2.0,mybatis|mybatis-plus|security|spring-boot,1,true
infinispan/infinispan-simple-tutorials,Infinispan Simple Tutorials,https://github.com/infinispan/infinispan-simple-tutorials,68,1487,Java,Tue Jun 16 11:47:08 CST 2026,68,17,549,Apache License 2.0,infinispan|tutorial|inmemory|infinispan-server|spring-boot|spring-session|spring-cache|hibernate,14,true
aleksey-lukyanets/market,Simple web-market: Spring Boot; Thymeleaf; REST-service; Docker,https://github.com/aleksey-lukyanets/market,64,14778,Java,Wed May 06 10:45:46 CST 2026,40,5,119,MIT License,java|spring-boot|spring-mvc|spring-security|spring-data-jpa|spring-hateoas|rest-api|hibernate-validator|thymeleaf|market,8,false
CDCgov/prime-simplereport,SimpleReport is a fast; free; and easy way for COVID-19 testing facilities to report results to public health departments.,https://github.com/CDCgov/prime-simplereport,62,71627,Java,Sun May 10 09:42:28 CST 2026,63,241,4962,Creative Commons Zero v1.0 Universal,graphql|spring-boot|reactjs|terraform,11,true
qicesun/SRE-Agent-App,An Autonomous AI SRE Agent for Kubernetes; built with Java Spring Boot & LangChain4j. Implements OODA loop for self-healing.,https://github.com/qicesun/SRE-Agent-App,62,15151,Java,Sat Mar 07 16:13:45 CST 2026,1,3,27,MIT License,ai-agents|devops|java|kubernetes|langchain4j|openai|spring-boot|sre,0,true
sngular/scs-multiapi-plugin,This is a Maven plugin designed to help developers automatizing the creation of code classes from YML files based on AsyncApi and OpenAPI.,https://github.com/sngular/scs-multiapi-plugin,61,3335,Java,Mon Mar 23 03:39:31 CST 2026,12,20,216,Mozilla Public License 2.0,asyncapi|asyncapi-specification|asyncapi-tooling|openapi|openapi-codegen|openapi-generator|spring|spring-boot|asyncapi-generator,5,true
sivaprasadreddy/testcontainers-samples,Sample projects using Testcontainers for Java,https://github.com/sivaprasadreddy/testcontainers-samples,61,1043,Java,Sun Feb 01 22:28:47 CST 2026,15,0,128,Apache License 2.0,java|micronaut|quarkus|spring-boot|testcontainers,2,true
lbruun-net/Pre-Liquibase,Spring Boot add-on to Liquibase,https://github.com/lbruun-net/Pre-Liquibase,60,272,Java,Wed Dec 03 13:37:26 CST 2025,11,1,151,Apache License 2.0,liquibase|spring-boot,1,true
Azure-Samples/azure-spring-apps-samples,Sample projects for Azure Spring Apps,https://github.com/Azure-Samples/azure-spring-apps-samples,60,1235,Java,Thu Jun 04 09:24:51 CST 2026,76,12,68,MIT License,azure|spring|spring-boot|spring-cloud|java|microservices,23,true
vaadin/skeleton-starter-flow-spring,Default project template for Vaadin using Spring Boot,https://github.com/vaadin/skeleton-starter-flow-spring,59,23772,Java,Tue Jun 16 07:37:59 CST 2026,85,5,640,The Unlicense,java|web|webcomponents|spring-boot|vaadin|vaadin10|getting-started|project-template|spring|spring-boot-2,11,true
logchange/hofund,🗡️💥 hofund is a tool set to monitor applications; connections and discover current state of components of the system 💥🗡️,https://github.com/logchange/hofund,58,2123,Java,Tue Jun 09 04:50:02 CST 2026,4,13,350,Apache License 2.0,connections|discovery|grafana|monitoring|prometheus|hofund|metrics|micrometer|spring-boot|tool,4,true
rajadilipkolli/spring-boot-microservices-series-v2,Spring boot cloud microservices practical example series with latest technologies,https://github.com/rajadilipkolli/spring-boot-microservices-series-v2,58,7818,Java,Tue Jun 16 11:08:58 CST 2026,28,24,2224,MIT License,spring-boot|spring-cloud|gateway|namingserver|configserver|docker-compose|kafka|microservices|liquibase|docker-image,2,true
sngular/scc-multiapi-converter,SCC Verifier MultiApi Converter allows us to use Spring Cloud Contract to generate contracts from an OpenApi yaml or AsyncApi yaml document,https://github.com/sngular/scc-multiapi-converter,58,2093,Java,Wed Feb 04 01:05:26 CST 2026,4,3,84,Mozilla Public License 2.0,asyncapi-specification|contract-driven-development|contract-testing|contracts|openapi-specification|spring-boot|spring-cloud-contract,5,true
a-pavithraa/springboot-skills-marketplace,Spring Boot Skill for Claude Code and Codex,https://github.com/a-pavithraa/springboot-skills-marketplace,58,305,Java,Wed Mar 25 04:36:33 CST 2026,10,3,20,MIT License,claude-code|claude-skills|codex-skills|spring-boot,0,true
Zhang-986/HaustExchangePlatform,Hi there! 👋 I'm a Java backend developer currently working as a monitoring/listener intern in Hangzhou. This is my hands-on learning project where I explore fascinating monitoring technologies and build something practical for the HAUST (Henan University of Science and Technology) community.,https://github.com/Zhang-986/HaustExchangePlatform,57,433,Java,Wed Nov 05 02:03:00 CST 2025,7,2,148,MIT License,java|spring-boot,0,true
dtkmn/mcp-zap-server,Give AI agents a safe; self-hosted OWASP ZAP operator for guided web security scans; findings; reports; and production guardrails.,https://github.com/dtkmn/mcp-zap-server,57,3690,Java,Tue Jun 16 08:36:20 CST 2026,9,3,409,Apache License 2.0,mcp|mcp-server|java|llm|owasp|spring-ai|spring-boot|zap|ai,2,true
wcmc-its/ReCiter,ReCiter: an enterprise open source author disambiguation system for academic institutions,https://github.com/wcmc-its/ReCiter,56,253560,Java,Tue Jun 16 04:27:35 CST 2026,28,13,2195,Apache License 2.0,machine-learning-algorithms|entity-resolution|clustering|reciter|spring-boot|scopus|maven|aws|dynamodb|s3,21,true
Jackson-Wozniak/Stock-Market-Simulation,A virtual stock market and trading platform. Includes a fully simulated stock market; with dynamic price changes and news events. Simulation models a real calendar with time sped up,https://github.com/Jackson-Wozniak/Stock-Market-Simulation,56,1480,Java,Wed Apr 29 16:05:32 CST 2026,14,3,270,MIT License,java|rest-api|spring-boot|springboot|stock-market|side-project|stocks|contributions-welcome|stock-market-simulator|fake-data,3,true
lujiafa/houtu-dependencies,Houtu (后土) — A modern; lightweight enterprise-grade Java foundation framework based on Spring Boot / Spring Cloud; providing out-of-the-box infrastructure capabilities such as security; caching; logging; encryption; gray routing; and more.,https://github.com/lujiafa/houtu-dependencies,56,961,Java,Sat Jun 13 07:49:39 CST 2026,6,0,136,MIT License,access-log|cache|data-encryption|distributed-lock|enterprise|framework|java|microservices|security|spring-boot,7,true
ohbus/retail-banking,Consumer Banking Application,https://github.com/ohbus/retail-banking,56,665,Java,Tue Jul 15 14:23:57 CST 2025,52,14,87,GNU General Public License v3.0,tcs|retail-banking|case-study|ilp|spring-boot|thymeleaf|mysql|sprint|java|mvc,3,true
alibaba/open-agent-auth,An enterprise framework implementing the Agent Operation Authorization protocol with cryptographic identity binding; fine-grained authorization; and semantic audit trails for secure AI agent operations.,https://github.com/alibaba/open-agent-auth,56,13538,Java,Sat Mar 14 21:01:07 CST 2026,5,2,33,Apache License 2.0,ai-agent-framework|authorization|oauth2|operation-authorizations|spring-boot|wimse|ai|ai-agent,1,true
josdem/vetlog-spring-boot,Maintain your pet history organized,https://github.com/josdem/vetlog-spring-boot,55,33643,Java,Fri Jun 12 04:07:57 CST 2026,97,0,2853,Apache License 2.0,spring-boot|gradle|flyway|java|junit5|thymeleaf|kotlin,4,true
perdian/flightlog,Flight log web application that keeps track of your personal flight history,https://github.com/perdian/flightlog,55,8110,Java,Fri May 22 15:20:12 CST 2026,4,0,339,Apache License 2.0,flightlog|spring-boot|webapplication|java,1,true
DanielLiu1123/httpexchange-spring-boot-starter,The missing starter for Spring 6 declarative HTTP client (@HttpExchange).,https://github.com/DanielLiu1123/httpexchange-spring-boot-starter,55,2776,Java,Thu Jun 11 10:55:19 CST 2026,5,0,481,MIT License,http-client|spring-boot|spring-boot-starter|spring6|declarative-http-client|jdk17|spring-cloud|graalvm|native-image|java,1,true
odrotbohm/tactical-ddd-workshop,Sample code for my Tactical DDD with Java workshop,https://github.com/odrotbohm/tactical-ddd-workshop,55,281,Java,Mon May 04 09:03:54 CST 2026,13,0,145,Apache License 2.0,ddd|jmolecules|moduliths|spring-boot,1,true
sivaprasadreddy/techbuzz,A place for techie to share knowledge; blog posts; tech news etc,https://github.com/sivaprasadreddy/techbuzz,55,1208,Java,Mon Sep 15 03:40:37 CST 2025,20,5,161,Apache License 2.0,docker|docker-compose|java|maven|postgresql|spring-boot|thymeleaf,3,true
arafkarsh/ms-springboot-vanilla,Microservice: Java 17; 23; SpringBoot 3.5.4; & Jakarta EE 10. NFRs - Spring AOP; Exception; Logging; Micrometer; Open Telemetry; Crypto; AES Encryption for DB Passwords;  and Spring Security; JWT; KeyCloak; Alpine/Alpaquita Multi-Architecture Containers; Kubernetes; Swagger API Docs.,https://github.com/arafkarsh/ms-springboot-vanilla,53,27646,Java,Tue Sep 16 07:33:42 CST 2025,23,1,265,Apache License 2.0,jakarta-ee|jakartaee10|java23|spring-boot|springboot334|micrometer|opentelemetry|prometheus|springboot341|jwt,2,true
mirkosertic/flight-recorder-starter,This is a Spring Boot 2/3/4 Starter exposing the JDK Flight Recorder as a Spring Boot Actuator Endpoint.,https://github.com/mirkosertic/flight-recorder-starter,53,595,Java,Thu Jun 11 13:14:18 CST 2026,12,9,177,Apache License 2.0,java|spring-boot|actuator|java-mission-control|java-flight-recorder|container-management|jdk-flight-recorder|jdk-mission-control|jmc|flamegraph,1,true
DharshiBalasubramaniyam/Fullstack-E-commerce-web-application,Purely is a cloud-first microservices web application; containerized and deployed to AWS Elastic Kubernetes Service (EKS) using Helm and automated via GitHub Actions CI/CD pipelines.,https://github.com/DharshiBalasubramaniyam/Fullstack-E-commerce-web-application,53,62776,Java,Sat May 02 23:53:27 CST 2026,47,2,261,Apache License 2.0,e-commerce-platform|full-stack-web-development|jwt-authentication|microservices|mongodb|reactjs|spring-boot|aws-eks|docker|github-actions,1,true
KingPrimes/NyxBot,warframe status bot,https://github.com/KingPrimes/NyxBot,53,51832,Java,Wed Jun 10 06:26:53 CST 2026,20,3,901,MIT License,qq-bot|qqbot|spring-boot|warframe|warframe-bot|onebot11,2,true
aharoJ/barbershop,Full-Stack Barbershop Management Platform – A modern system for barbers; shop owners; and clients to manage appointments; schedules; and services. Built with Spring Boot 3; PostgreSQL; Next.js; Tailwind CSS; and JWT Authentication.,https://github.com/aharoJ/barbershop,53,178567,Java,Tue Apr 28 12:38:24 CST 2026,17,0,117,GNU Affero General Public License v3.0,appointment-scheduling|enterprise-software|fullstack|jwt-authentication|multi-tenant|nextjs|payment-integration|postgresql|promotion-engine|rsa-encryption,1,true
loiane/spring-ai-angular,Sample project showcasing different capabilities from Java Spring AI with an Angular frontend,https://github.com/loiane/spring-ai-angular,52,1230,Java,Sat Jun 13 13:23:06 CST 2026,13,4,261,MIT License,angular|java|spring-ai|spring-boot|spring-boot3,2,true
i-novus-llc/n2o-framework,Java и ReactJS библиотека; позволяющая создавать web приложения со сложными пользовательскими интерфейсами без глубоких знаний web технологий и frontend фреймворков. https://n2oapp.net/demo/,https://github.com/i-novus-llc/n2o-framework,52,124441,Java,Tue Jun 16 15:28:49 CST 2026,20,370,18405,Apache License 2.0,java|react|redux|spring-boot|javascript|bootstrap,3,true
Raxcl/RBlog,基于springboot + vue 实现的博客网站,https://github.com/Raxcl/RBlog,52,19453,Java,Wed Sep 10 20:35:15 CST 2025,12,2,193,MIT License,spring-boot|java,2,true
croz-ltd/nrich,Nrich is a Java library developed at CROZ whose purpose is to make development of applications on JVM a little easier.,https://github.com/croz-ltd/nrich,52,3942,Java,Tue Jun 16 06:26:29 CST 2026,6,32,1356,Apache License 2.0,java|nrich|search|jpa|jackson|encryption|csrf|security|validation|spring-framework,10,true
kbuntrock/openapi-maven-plugin,Generate openapi documentation for SpringMVC or JaxRS / Jakarta-Rest projects.,https://github.com/kbuntrock/openapi-maven-plugin,52,2681,Java,Wed Jun 10 11:40:34 CST 2026,26,20,433,MIT License,java|maven-plugin|openapi|spring-mvc|jax-rs|swagger|api-documentation|build-tool|developer-tool|openapi-generator,3,true
lets-mica/mica-example,mica 演示项目,https://github.com/lets-mica/mica-example,52,177,Java,Thu Feb 05 21:39:54 CST 2026,18,0,35,Apache License 2.0,spring|spring-boot|springcloud|mica,9,true
hiwepy/ip2region-spring-boot-starter,spring-boot-starter-ip2region,https://github.com/hiwepy/ip2region-spring-boot-starter,52,8234,Java,Fri Jun 05 03:40:39 CST 2026,21,4,103,Apache License 2.0,spring-boot|ip2region,3,true
spencergibb/spring-cloud-gateway-mvc-sample,Spring Cloud Gateway MVC Sample,https://github.com/spencergibb/spring-cloud-gateway-mvc-sample,51,151,Java,Tue Sep 16 14:42:42 CST 2025,16,3,44,Apache License 2.0,spring-boot|spring-cloud|spring-cloud-gateway|java,6,true
wangzihaogithub/netty-servlet,一个基于netty用少量的类和依赖实现了所有功能的servlet容器. 提供了文件或mmap零拷贝输出流接口,https://github.com/wangzihaogithub/netty-servlet,51,1213,Java,Fri Aug 22 08:31:55 CST 2025,21,2,172,Apache License 2.0,netty-servlet|spring-boot|container|netty|spring-boot-netty|servlet,2,true
schuanhe/Plook,Plook 是一个基于 WebSocket 实现的网页端一起看功能的项目,https://github.com/schuanhe/Plook,50,4431,Java,Mon Apr 06 20:28:18 CST 2026,10,0,13,GNU Affero General Public License v3.0,spring-boot|vue|websocket|video,2,true
tri5m/tutu-cache,Tu-cache is a Spring-based caching annotation tool designed for quick integration. It overcomes the limitations of standard annotations such as @Cacheable and @CacheEvict by providing greater flexibility and control.,https://github.com/tri5m/tutu-cache,50,343,Java,Sun Jun 14 23:05:40 CST 2026,8,3,108,MIT License,annotation-tool|cache|redis|spring-cache|tu-cache|spring-boot|spring-cache-redis,5,true
jeyben/fixedformat4j,Lightweight Java library for reading and writing fixed-width / fixed-length flat files using annotations on POJOs — for banking; payroll; EDI; mainframe; and batch integrations.,https://github.com/jeyben/fixedformat4j,50,5789,Java,Sun Jun 14 14:25:50 CST 2026,31,2,610,Apache License 2.0,annotations|banking|batch-processing|edi|fixed-format|fixed-length|fixed-width|flat-file|formatter|java,5,true
quarkus-for-spring-developers/examples,Example code for the Quarkus for Spring Developers eBook,https://github.com/quarkus-for-spring-developers/examples,49,2370,Java,Thu Jun 11 19:43:33 CST 2026,18,6,572,Apache License 2.0,quarkus|spring|spring-boot|kubernetes|event-driven|examples|java|kubernetes-native,3,true
entur/jwt-resource-server,OpenID: Client; server and unit-testing support for machine-to-machine calls using access-tokens.,https://github.com/entur/jwt-resource-server,49,2235,Java,Tue Jun 16 15:04:44 CST 2026,5,8,568,European Union Public License 1.2,spring-boot|json-web-token|openid-connect|java|junit5|openid|jwt|caching|auth0,18,true
surajcm/darkhold,darkhold is a self-hosted alternative emulating the famous classroom quiz portal Kahoot.,https://github.com/surajcm/darkhold,49,9907,Java,Sat May 30 16:01:23 CST 2026,10,19,383,GNU General Public License v3.0,quiz|kahoot|classroom-tools|spring-boot|hacktoberfest|java|java25,1,true
StaticSweep/ChromaScape,ChromaScape is a smart OSRS color bot / colour bot framework that empowers developers to create robust scripts using computer vision and topology.,https://github.com/StaticSweep/ChromaScape,49,3652,Java,Thu May 21 12:39:03 CST 2026,11,1,75,GNU General Public License v3.0,automation|bot|colour-detection|framework|java|opencv|template-matching|educational-technology|spring-boot,0,true
rodnansol/spring-configuration-property-documenter,Tool to document Spring Configuration Properties - Leave us a feedback: https://github.com/rodnansol/spring-configuration-property-documenter/discussions/74,https://github.com/rodnansol/spring-configuration-property-documenter,48,1067,Java,Mon Jan 26 15:42:49 CST 2026,8,20,67,Apache License 2.0,jbang|maven-plugin|metadata|spring|spring-boot|tool|gradle-plugin,2,true
hiling/mini-platform,Mini-Platform致力于更简洁易用的轻量级微服务治理平台。,https://github.com/hiling/mini-platform,48,1215,Java,Fri Jul 11 19:58:09 CST 2025,18,3,99,MIT License,gateway|oauth|spring-boot|spring-cloud|microservice|java|spring|microservices|eureka|zuul,4,true
hmcts/document-management-store-app,Spring Boot Application to store Documents ,https://github.com/hmcts/document-management-store-app,47,72983,Java,Mon Jun 15 11:10:14 CST 2026,32,2,4559,MIT License,document-management|java|spring-boot|docker|application|jenkins-cft|jenkins-cft-d-i,63,true
camelbee/camelbee, Real-time route visualization and message tracing for Apache Camel microservices. Quarkus & Spring Boot.,https://github.com/camelbee/camelbee,47,8963,Java,Tue Jun 16 10:36:17 CST 2026,3,11,859,Apache License 2.0,apache-camel|integration|microservices|quarkus|spring-boot,4,true
deadlocker8/BudgetMaster,Manage your monthly budget easily,https://github.com/deadlocker8/BudgetMaster,46,108008,Java,Mon Jan 26 15:56:40 CST 2026,19,17,2939,MIT License,java|budget|budget-manager|budget-management|money|money-manager|spring-boot|ftl|freemarker|spring,3,true
lWoHvYe/unicorn,基于最新的Java 25和SpringBoot 4.x。根据eladmin项目进行改造。整合常用的Components.,https://github.com/lWoHvYe/unicorn,46,24124,Java,Tue Jun 16 11:53:01 CST 2026,23,4,2599,Apache License 2.0,jpa|java|spring-boot|spring-security|unicorn|lwohvye|gradle|kotlin|websocket|oauth2,3,true
qjyn1314/authorization-life,spring-authorization-server 实践(springboot + springsecurity + spring-authorization-server + gateway + nacos); 包括: 授权码模式; 客户端认证; 密码模式; 验证码模式,https://github.com/qjyn1314/authorization-life,46,59836,Java,Wed Aug 06 06:18:20 CST 2025,14,4,466,Apache License 2.0,spring-boot|spring|gateway|nacos|spring-authorization-server,0,true
descope/descope-java,Java library used to integrate with Descope,https://github.com/descope/descope-java,46,961,Java,Mon Jun 15 09:03:13 CST 2026,4,16,281,MIT License,authentication|descope|java|java-sdk|sdk|spring|spring-boot|spring-security,12,true
nxin-github/Auteur, 🎬 16-role AI film studio · End-to-end short video pipeline · Multi-agent · Self-hosted,https://github.com/nxin-github/Auteur,46,2838,Java,Tue Jun 16 17:41:33 CST 2026,2,0,52,MIT License,agent|ai|ai-agents|automation|bilibili|chinese|douyin|ffmpeg|llm|multi-agent,1,true
colinbut/sales-order-system-2,React + Java 8 + Spring Boot + MySQL + MongoDB + Redis Demo Web App ,https://github.com/colinbut/sales-order-system-2,45,2549,Java,Fri Feb 13 21:54:06 CST 2026,22,21,122,The Unlicense,react|java|java-8|spring-boot|spring|spring-data-jpa|spring-data-mongodb|spring-data-redis|reactjs|material-ui,3,true
lcy19930619/wechat-spring-boot-starter,微信公众号相关组件，提供微信加解密模式、快速接入、包括微信消息回调、微信事件回调等基础功能和微信部分功能模块API封装，支持企业级用户使用,https://github.com/lcy19930619/wechat-spring-boot-starter,45,3478,Java,Wed Aug 13 23:47:08 CST 2025,7,0,338,Apache License 2.0,spring|spring-boot|wechat|weixin|wechat-pay|wechat-sdk|wechat-spring-boot-starter,1,true
however-yir/tianji-ai-agent,Spring AI agent engineering project with Java; MCP; RAG; tool calling; multimodal workflows; and UI prototypes.,https://github.com/however-yir/tianji-ai-agent,44,31094,Java,Tue Jun 16 10:14:36 CST 2026,2,12,78,MIT License,agent-workflow|ai-agent|java|llm|mcp|multimodal|rag|spring-ai|spring-boot|tool-calling,0,true
keveon/spring-data-jpa-demo,这是一个 Spring Data JPA 的 demo; 旨在演示大部分常用的使用方法。,https://github.com/keveon/spring-data-jpa-demo,44,103,Java,Thu Apr 23 07:44:58 CST 2026,15,0,10,Apache License 2.0,spring-data-jpa|spring-boot|lombok|jpa,5,true
cf-toolsuite/cf-butler,My purpose in life is to cleanup stale apps and services on a Cloud Foundry foundation.  I can be configured to report on and remove orphaned services and stopped app instances older than a configurable duration. I do many other useful things too.,https://github.com/cf-toolsuite/cf-butler,44,2863,Java,Wed Jun 10 15:27:13 CST 2026,15,6,794,Apache License 2.0,reactor-core|cf-cli|cloud-foundry|r2dbc|spring-webflux|java|spring-boot,0,true
musibs/medium-articles,Source code repository for my Medium blog.,https://github.com/musibs/medium-articles,43,248,Java,Fri Oct 10 21:18:13 CST 2025,80,0,38,Apache License 2.0,spring-boot|java,3,true
zeweihan/aiworkdeck,AI-native IDE workspace for legal and document-heavy workflows: files; agents; plugins; WPS editing; OCR; evidence chains. VS Code for lawyers.,https://github.com/zeweihan/aiworkdeck,43,238129,Java,Tue Jun 16 04:10:58 CST 2026,7,6,149,GNU Affero General Public License v3.0,ai-agents|document-ai|legal-ai|legaltech|mcp|rag|ai-workspace|compliance|document-management|due-diligence,0,true
Sybit-Education/Diveni,Diveni - The free Planning Poker App to be used in remote Teams connecting optionally JIRA or Azure DevOps for user stories,https://github.com/Sybit-Education/Diveni,43,14267,Java,Mon Jun 15 16:22:43 CST 2026,25,62,1205,GNU Affero General Public License v3.0,planning-poker|vuejs|spring-boot|websocket|scrum-poker|hacktoberfest|hacktoberfest-accepted|java|azure-devops|jira,3,true
javaoffers/briefest,八股社区-Briefest ORM is a powerful object/relational mapping solution for Java; and makes it easy to develop persistence logic for applications; libraries; and frameworks.,https://github.com/javaoffers/briefest,43,4884,Java,Wed May 27 00:20:28 CST 2026,6,10,1002,Apache License 2.0,orm|mysql|spring-boot|jdbc|join|brief,2,true
galleog/piggymetrics-k8s,Microservices with Spring Boot and Kubernetes,https://github.com/galleog/piggymetrics-k8s,43,2308,Java,Fri Feb 06 14:01:45 CST 2026,7,3,258,MIT License,spring-boot|microservice|microservices|kubernetes|k8s|istio|helm-charts|keycloak|skaffold|grpc-java,1,true
kbhujbal/ShopSphere---E-commerce-Microservice-Platform,Production-grade e-commerce platform built with microservices architecture using Spring Boot 3.2.3; MongoDB; Elasticsearch; and Redis. Features 13 microservices including product catalog; order processing; payment; and analytics with Docker containerization.,https://github.com/kbhujbal/ShopSphere---E-commerce-Microservice-Platform,41,301,Java,Fri Mar 06 13:41:54 CST 2026,8,0,21,MIT License,api-rest|docker|java|maven|microservices-architecture|mongodb|redis-cache|spring-boot|spring-cloud|spring-mvc,1,true
datallmhub/agentflow4j,Build AI agents you can trust in production.  AgentFlow4J is a framework and runtime for governed; stateful multi-agent systems on the JVM.  Human approvals · Checkpoints · Budget controls · Tool policies · Durable execution,https://github.com/datallmhub/agentflow4j,41,8341,Java,Mon Jun 15 10:57:43 CST 2026,11,12,182,Apache License 2.0,java|spring-boot|spring-ai|ai-agents|governance|agent-runtimes|durable-workflows|multi-agents|agentflow|stateful,1,true
vrudas/spring-framework-examples,An educational project with Spring Framework examples. Used for lectures at courses.,https://github.com/vrudas/spring-framework-examples,41,3525,Java,Wed Jun 10 21:02:28 CST 2026,9,3,543,MIT License,java|spring|spring-framework|spring-framework-5|spring-boot|spring-guides|spring-mvc|spring-security|oauth2-client|jwt-authentication,1,true
adorsys/xs2a-adapter,,https://github.com/adorsys/xs2a-adapter,40,11965,Java,Fri Dec 12 07:47:55 CST 2025,27,6,1395,GNU Affero General Public License v3.0,psd2|xs2a|tpp|berlin-group|spring-boot|multibanking|xs2a-adapter|fintech|open-banking,13,true
while1618/bugzkit,A production-ready web application template,https://github.com/while1618/bugzkit,40,7489,Java,Sat Mar 28 11:37:03 CST 2026,7,15,1518,MIT License,java|spring-boot|svelte|sveltekit|template,2,true
jonashackt/cxf-spring-cloud-netflix-docker,Example project combining Spring Boot apps with Spring Cloud Netflix (Eureka; Zuul; Feign) & cxf-spring-boot-starter,https://github.com/jonashackt/cxf-spring-cloud-netflix-docker,40,417,Java,Fri Jun 12 05:02:28 CST 2026,21,17,195,MIT License,spring-cloud-netflix|spring-boot|docker|eureka|eureka-server|zuul|feign|web-services,2,true
officiallysingh/spring-boot-problem-handler,Common exception handler for Spring boot web applications,https://github.com/officiallysingh/spring-boot-problem-handler,39,568,Java,Mon Mar 23 21:42:40 CST 2026,7,1,138,MIT License,controller-advice|exception-handling|exceptions|problemdetails|spring-boot,2,true
lyubenblagoev/postfix-rest-server,REST API server for Postfix,https://github.com/lyubenblagoev/postfix-rest-server,39,230,Java,Wed Apr 08 23:23:02 CST 2026,6,0,94,Apache License 2.0,postfix|java|rest|spring-boot|mail-server|postfix-rest-server,2,true
ksilisk/telegram-bot-spring,Telegram Bot Spring Boot Starter,https://github.com/ksilisk/telegram-bot-spring,39,378,Java,Sun May 03 12:39:17 CST 2026,8,6,64,MIT License,java|spring-boot|spring-boot-starter|telegrambot,1,true
sncf-connect-tech/hesperides,Configuration management tool providing universal text file templating and properties editing through a REST API or a webapp (backend part),https://github.com/sncf-connect-tech/hesperides,39,6502,Java,Wed Jul 16 06:37:25 CST 2025,28,64,1371,GNU General Public License v3.0,hesperides|templating|configuration-management|mongodb|spring-boot|backend|java|mustache|hacktoberfest,16,true
x1F/sip-framework,Framework to build lightweight; cloud-native adapters for highly decoupled integration of systems. Developed by x1F and based on Spring Boot and Apache Camel.,https://github.com/x1F/sip-framework,38,162791,Java,Tue Jun 16 12:15:20 CST 2026,0,8,498,Apache License 2.0,apache-camel|cloud|integration|spring-boot,4,true
jonathanlermitage/manon,:test_tube: Play with SpringBoot 2&3; JWT; Querydsl; GraphQL; Docker; ELK; PostgreSQL; MariaDB; Redis; MongoDB; Flyway; Maven; Gradle; TestNG; JUnit5; JaCoCo; GreenMail; CI; Quality Gates; Prometheus; Gatling; etc.,https://github.com/jonathanlermitage/manon,38,2059,Java,Thu Nov 20 10:25:54 CST 2025,5,0,933,MIT License,spring-boot|maven|gradle|sql|nosql|jdk8|jdk11|docker|junit5|graphql,2,true
